User_Id,Place_Id,Place_Name,Place_Ratings
76,105,Candi Donotirto,2
76,344,Pantai Marina,1
76,411,Masjid Muhammad Cheng Hoo,2
76,38,Istana Negara Republik Indonesia,3
76,52,Kampung Cina,2
76,192,Air Terjun Sri Gethuk,3
76,291,Water Park Bandung Indah,4
76,385,Kampung Batik Gedong Semarang,4
76,179,Candi Ratu Boko,1
76,436,Taman Flora Bratang Surabaya,2
76,338,Lawang Sewu,1
76,410,Ciputra Waterpark,4
76,244,Kampung Batu Malakasari,3
76,390,Durian Gardens and Tourism Education Watu Simbar,4
76,299,Sendang Geulis Kahuripan,1
76,266,Caringin Tilu,1
76,367,Wisata Lereng Kelir,1
76,316,Curug Malela,2
77,306,Sungai Palayangan,5
77,382,Kampoeng Kopi Banaran,5
77,390,Durian Gardens and Tourism Education Watu Simbar,3
77,127,Blue Lagoon Jogja,2
77,272,Taman Budaya Jawa Barat,3
77,253,Selasar Sunaryo Art Space,1
77,55,Klenteng Jin De Yuan,5
77,411,Masjid Muhammad Cheng Hoo,3
77,126,Pantai Goa Cemara,3
77,433,Museum Mpu Tantular,2
77,324,Happyfarm Ciwidey,3
77,272,Taman Budaya Jawa Barat,5
77,276,Taman Jomblo,3
77,419,Monumen Tugu Pahlawan,3
77,167,Geoforest Watu Payung Turunan,5
77,430,Atlantis Land Surabaya,1
77,78,Hutan Kota Srengseng,3
77,32,Setu Babakan,4
77,163,Watu Mabur Mangunan,1
77,274,Babakan Siliwangi City Forest Path Bandung,2
77,191,Pantai Drini,5
77,318,Situ Patenggang,4
77,259,Monumen Perjuangan Rakyat Jawa Barat,1
77,390,Durian Gardens and Tourism Education Watu Simbar,1
77,346,Indonesia Kaya Park,2
77,181,Pantai Sundak,3
77,314,Tafso Barn,4
77,257,Monumen Bandung Lautan Api,3
77,340,Desa Wisata Lembah Kalipancur,3
77,167,Geoforest Watu Payung Turunan,5
78,245,Jendela Alam,4
78,321,Glamping Lakeside Rancabali,4
78,307,Perkebunan Teh Malabar,5
78,248,NuArt Sculpture Park,4
78,291,Water Park Bandung Indah,5
78,293,Taman Badak,5
78,248,NuArt Sculpture Park,3
78,341,Hutan Wisata Tinjomoyo Semarang,1
78,59,Museum Sumpah Pemuda,1
78,381,Tugu Muda Semarang,3
78,62,Taman Legenda Keong Emas,5
78,113,Gedung Agung Yogyakarta,4
78,416,Keraton Surabaya,3
78,181,Pantai Sundak,1
78,407,Taman Ekspresi Dan Perpustakaan,5
78,11,Pulau Bidadari,2
78,276,Taman Jomblo,2
78,155,Pantai Ngobaran,5
78,169,Puncak Segoro,4
78,7,Kebun Binatang Ragunan,4
78,76,Taman Cattleya,4
78,68,Pasar Petak Sembilan,1
78,199,Pantai Sedahan,5
78,226,Kawasan Punclut,4
78,285,Taman Sejarah Bandung,2
78,407,Taman Ekspresi Dan Perpustakaan,4
78,7,Kebun Binatang Ragunan,2
78,117,The World Landmarks - Merapi Park Yogyakarta,5
78,326,Taman Kupu-Kupu Cihanjuang,4
78,232,Bukit Moko,3
78,108,Embung Tambakboyo,3
78,260,Museum Pos Indonesia,5
78,300,Sanghyang Heuleut,4
78,151,Desa Wisata Kelor,3
78,120,Bukit Panguk Kediwung,3
78,401,Taman Keputran,3
78,368,Kampoeng Rawa,4
79,144,Goa Jomblang,1
79,319,Kawah Rengganis Cibuni,3
79,167,Geoforest Watu Payung Turunan,5
79,94,Sumur Gumuling,3
79,395,Taman Prestasi,3
79,14,Pulau Pelangi,3
79,300,Sanghyang Heuleut,4
79,272,Taman Budaya Jawa Barat,3
79,139,Puncak Gunung Api Purba - Nglanggeran,5
79,88,Museum Benteng Vredeburg Yogyakarta,4
79,333,Kota Mini,2
79,92,Nol Kilometer Jl.Malioboro,2
79,228,Museum Sri Baduga,5
79,33,Taman Suropati,2
79,329,Bukit Gantole Cililin,4
79,132,Air Terjun Kedung Pedut,2
79,377,La Kana Chapel,1
79,262,Wot Batu,1
79,254,Teras Cikapundung BBWS,5
79,93,Gembira Loka Zoo,1
79,297,Mountain View Golf Club,5
79,314,Tafso Barn,3
79,177,Pantai Parangtritis,2
79,373,Museum Kereta Ambarawa,4
79,182,Hutan Mangrove Kulon Progo,1
79,13,Pulau Pramuka,5
79,241,Lawangwangi Creative Space,2
79,184,Pantai Sepanjang,2
79,12,Pulau Pari,2
79,430,Atlantis Land Surabaya,3
79,346,Indonesia Kaya Park,3
79,177,Pantai Parangtritis,3
79,92,Nol Kilometer Jl.Malioboro,3
79,416,Keraton Surabaya,1
80,173,Pantai Nglambor,4
80,210,Pantai Congot,5
80,246,Curug Tilu Leuwi Opat,3
80,355,Umbul Sidomukti,3
80,436,Taman Flora Bratang Surabaya,2
80,272,Taman Budaya Jawa Barat,2
80,323,Kebun Tanaman Obat Sari Alam,2
80,53,Rumah Sipitung,2
80,100,Taman Budaya Yogyakarta,1
80,372,Gua Maria Kerep Ambarawa,2
80,275,Curug Cipanas,2
80,34,Pasar Taman Puring,3
80,424,Pantai Ria Kenjeran,1
80,282,Curug Cilengkrang,2
80,378,Jembatan Biru Ambarawa,2
80,291,Water Park Bandung Indah,1
80,108,Embung Tambakboyo,2
80,431,Taman Hiburan Rakyat,5
80,66,Museum Layang-layang,4
80,164,Pintoe Langit Dahromo,5
80,42,Museum Seni Rupa dan Kramik,4
80,150,Wisata Kraton Jogja,3
80,272,Taman Budaya Jawa Barat,1
80,382,Kampoeng Kopi Banaran,5
80,70,Perpustakaan Nasional,3
80,312,Taman Hutan Raya Ir. H. Juanda,1
80,364,Water Blaster Bukit Candi Golf,2
80,349,Wisata Mangrove Tapak,1
80,173,Pantai Nglambor,1
80,432,Taman Mundu,3
80,26,Pecinan Glodok,1
80,274,Babakan Siliwangi City Forest Path Bandung,2
80,437,Gereja Perawan Maria Tak Berdosa Surabaya,3
81,219,Tebing Karaton,2
81,127,Blue Lagoon Jogja,4
81,115,Monumen Sanapati,3
81,286,Roemah Seni Sarasvati,3
81,266,Caringin Tilu,1
81,302,Masjid Pusdai,4
81,217,Kebun Binatang Bandung,1
81,79,Taman Spathodea,3
81,238,Gunung Manglayang,2
81,125,Alun-alun Utara Keraton Yogyakarta,1
81,6,Taman Impian Jaya Ancol,2
81,427,Patung Buddha Empat Rupa,4
81,257,Monumen Bandung Lautan Api,3
81,173,Pantai Nglambor,2
81,419,Monumen Tugu Pahlawan,1
81,437,Gereja Perawan Maria Tak Berdosa Surabaya,3
81,360,Air Terjun Kali Pancur,5
81,248,NuArt Sculpture Park,2
81,181,Pantai Sundak,1
81,243,Kampung Korea Bandung,2
81,135,Kawasan Wisata Sosrowijayan,3
81,378,Jembatan Biru Ambarawa,5
81,120,Bukit Panguk Kediwung,1
82,405,Surabaya North Quay,2
82,263,Curug Batu Templek,3
82,428,Monumen Bambu Runcing Surabaya,1
82,70,Perpustakaan Nasional,5
82,286,Roemah Seni Sarasvati,2
82,393,Taman Harmoni Keputih,5
82,387,Obyek Wisata Goa Kreo,5
82,412,Masjid Nasional Al-Akbar,1
82,154,Pantai Ngrawe (Mesra),2
82,433,Museum Mpu Tantular,4
82,368,Kampoeng Rawa,4
82,206,Wisata Kaliurang,2
82,39,Museum Macan (Modern and Contemporary Art in Nusantara),4
82,159,Hutan Pinus Asri,1
82,33,Taman Suropati,4
82,348,Pura Giri Natha,5
82,298,Gunung Lalakon,1
82,236,Taman Balai Kota Bandung,4
82,333,Kota Mini,2
82,425,Waterpark Kenjeran Surabaya,5
82,321,Glamping Lakeside Rancabali,5
82,297,Mountain View Golf Club,1
82,402,Food Junction Grand Pakuwon,5
82,70,Perpustakaan Nasional,2
83,406,Kebun Bibit Wonorejo,1
83,13,Pulau Pramuka,2
83,159,Hutan Pinus Asri,2
83,106,Kawasan Malioboro,4
83,345,Kampoeng Djadhoel Semarang,4
83,271,Taman Vanda,4
83,54,Taman Agrowisata Cilangkap,5
83,274,Babakan Siliwangi City Forest Path Bandung,1
83,82,Museum Satria Mandala,3
83,374,Hutan Pinus Kayon,2
83,283,Jembatan Pasupati,5
83,130,Studio Alam Gamplong,3
83,379,Goa Rong,2
83,173,Pantai Nglambor,4
83,299,Sendang Geulis Kahuripan,3
83,152,Pantai Patihan,1
83,277,Peta Park,5
83,320,Pemandian Air Panas Cimanggu,4
83,394,Air Mancur Menari,1
83,209,Pantai Sanglen,1
83,64,Museum Sasmita Loka Ahmad Yani,2
83,169,Puncak Segoro,3
83,101,Kampung Wisata Sosro Menduran,3
83,415,Museum De Javasche Bank,1
83,421,Museum Kesehatan Dr. Adhyatma,4
83,260,Museum Pos Indonesia,1
83,184,Pantai Sepanjang,1
83,208,Taman Sungai Mudal,4
83,48,Taman Ismail Marzuki,5
83,228,Museum Sri Baduga,4
83,204,Desa Wisata Pulesari,4
83,189,Pantai Nguluran,5
84,169,Puncak Segoro,1
84,402,Food Junction Grand Pakuwon,1
84,196,Pantai Ngrenehan,5
84,220,Dusun Bambu,3
84,290,Museum Pendidikan Nasional,1
84,52,Kampung Cina,5
84,342,Taman Kasmaran,3
84,286,Roemah Seni Sarasvati,4
84,262,Wot Batu,5
84,368,Kampoeng Rawa,2
84,26,Pecinan Glodok,3
84,360,Air Terjun Kali Pancur,4
84,266,Caringin Tilu,1
84,97,Monumen Yogya Kembali,4
84,184,Pantai Sepanjang,2
84,131,Watu Lumbung,2
84,156,Pantai Pulang Sawal,2
84,338,Lawang Sewu,5
84,423,Patung Sura dan Buaya,4
84,69,Freedom Library,4
84,347,Taman Pandanaran,5
84,323,Kebun Tanaman Obat Sari Alam,4
84,309,Observatorium Bosscha,5
84,171,Candi Ijo,4
84,239,Lembang Park & Zoo,5
84,202,Pantai Ngandong,4
84,186,Pantai Glagah,3
84,296,Batununggal Indah Club,1
84,179,Candi Ratu Boko,4
84,410,Ciputra Waterpark,1
84,104,Tebing Breksi,1
84,334,Chingu Cafe Little Seoul,4
84,405,Surabaya North Quay,4
84,276,Taman Jomblo,4
84,304,Situ Cileunca,3
84,257,Monumen Bandung Lautan Api,3
85,104,Tebing Breksi,3
85,45,Jakarta Aquarium dan Safari,5
85,28,Wisata Agro Edukatif Istana Susu Cibugary,1
85,33,Taman Suropati,4
85,388,Watu Gunung Ungaran,3
85,280,Gereja Tiberias Indonesia Bandung,1
85,348,Pura Giri Natha,1
85,236,Taman Balai Kota Bandung,1
85,377,La Kana Chapel,1
85,164,Pintoe Langit Dahromo,3
85,108,Embung Tambakboyo,3
85,103,Tugu Pal Putih Jogja,4
85,398,Taman Buah Surabaya,4
85,374,Hutan Pinus Kayon,1
85,211,GunungTangkuban perahu,5
85,156,Pantai Pulang Sawal,4
85,40,Galeri Nasional Indonesia,1
85,54,Taman Agrowisata Cilangkap,2
85,132,Air Terjun Kedung Pedut,3
85,155,Pantai Ngobaran,4
85,264,Gereja Katedral Santo Petrus Bandung,2
85,284,Pasar Baru,5
85,291,Water Park Bandung Indah,2
85,351,Old City 3D Trick Art Museum,1
85,65,Museum Basoeki Abdullah,1
85,159,Hutan Pinus Asri,2
85,197,Pantai Jungwok,5
85,261,Ciwangun Indah Camp Official,1
85,210,Pantai Congot,5
86,79,Taman Spathodea,5
86,310,Taman Bunga Cihideung,1
86,174,Pasar Beringharjo,4
86,160,Pasar Kebon Empring Bintaran,1
86,11,Pulau Bidadari,5
86,295,Museum Nike Ardilla,3
86,229,Rabbit Town,4
86,361,Wisata Kampung Krisan Clapar,5
86,187,Pantai Siung,3
86,158,Pantai Pok Tunggal,3
86,231,The Great Asia Africa,3
86,184,Pantai Sepanjang,4
86,62,Taman Legenda Keong Emas,2
86,425,Waterpark Kenjeran Surabaya,3
86,351,Old City 3D Trick Art Museum,2
86,160,Pasar Kebon Empring Bintaran,5
86,44,Monumen Selamat Datang,5
86,95,Desa Wisata Sungai Code Jogja Kota,4
86,127,Blue Lagoon Jogja,1
86,166,Kebun Teh Nglinggo,1
86,106,Kawasan Malioboro,5
86,155,Pantai Ngobaran,1
86,180,Pantai Depok Jogja,3
86,250,Pesona Nirwana Waterpark & Cottages,4
86,176,Museum Gunung Merapi,3
86,420,Surabaya Museum (Gedung Siola),3
86,376,Semarang Chinatown,1
86,27,Sea World,5
86,221,Museum Geologi Bandung,2
86,193,Candi Sewu,1
86,290,Museum Pendidikan Nasional,3
86,337,Kampung Pelangi,5
86,338,Lawang Sewu,1
86,362,Danau Rawa Pening,2
86,160,Pasar Kebon Empring Bintaran,4
86,220,Dusun Bambu,2
86,207,Heha Sky View,4
86,312,Taman Hutan Raya Ir. H. Juanda,1
86,310,Taman Bunga Cihideung,5
86,208,Taman Sungai Mudal,3
86,39,Museum Macan (Modern and Contemporary Art in Nusantara),1
86,1,Monumen Nasional,4
87,203,Galaxy Waterpark Jogja,3
87,235,Gua Belanda,1
87,165,Green Village Gedangsari,5
87,347,Taman Pandanaran,4
87,153,Pantai Kukup,4
87,232,Bukit Moko,4
87,411,Masjid Muhammad Cheng Hoo,5
87,389,Brown Canyon,2
87,72,Waterboom PIK (Pantai Indah Kapuk),2
87,332,Rainbow Garden,4
87,163,Watu Mabur Mangunan,4
87,122,Watu Goyang,4
87,119,Lava Bantal,1
87,5,Atlantis Water Adventure,4
87,421,Museum Kesehatan Dr. Adhyatma,2
87,220,Dusun Bambu,3
87,258,Museum Gedung Sate,1
87,169,Puncak Segoro,1
87,108,Embung Tambakboyo,2
87,5,Atlantis Water Adventure,3
87,45,Jakarta Aquarium dan Safari,3
87,5,Atlantis Water Adventure,5
87,161,"Bukit Paralayang, Watugupit",4
87,166,Kebun Teh Nglinggo,4
87,307,Perkebunan Teh Malabar,2
87,354,Semarang Contemporary Art Gallery,3
87,167,Geoforest Watu Payung Turunan,4
87,373,Museum Kereta Ambarawa,3
87,373,Museum Kereta Ambarawa,3
87,300,Sanghyang Heuleut,5
87,43,The Escape Hunt,1
87,338,Lawang Sewu,1
88,85,Taman Pintar Yogyakarta,1
88,355,Umbul Sidomukti,3
88,13,Pulau Pramuka,1
88,118,Museum Sonobudoyo Unit I,2
88,283,Jembatan Pasupati,2
88,107,Bangsal Pagelaran,1
88,135,Kawasan Wisata Sosrowijayan,4
88,25,Pasar Tanah Abang,2
88,34,Pasar Taman Puring,3
88,341,Hutan Wisata Tinjomoyo Semarang,2
88,94,Sumur Gumuling,3
88,150,Wisata Kraton Jogja,5
88,361,Wisata Kampung Krisan Clapar,3
88,322,Bukit Jamur,2
88,30,Taman Menteng,1
88,236,Taman Balai Kota Bandung,1
88,287,Puspa Iptek Sundial,1
88,165,Green Village Gedangsari,1
88,348,Pura Giri Natha,3
88,12,Pulau Pari,4
88,357,Wisata Alam Wana Wisata Penggaron,2
88,353,Taman Srigunting,1
88,210,Pantai Congot,3
88,78,Hutan Kota Srengseng,2
88,403,Taman Barunawati,1
88,206,Wisata Kaliurang,1
88,214,Trans Studio Bandung,3
89,317,Curug Cimahi,4
89,149,Goa Cerme,4
89,357,Wisata Alam Wana Wisata Penggaron,2
89,277,Peta Park,4
89,375,Kota Lama Semarang,3
89,249,Upside Down World Bandung,5
89,149,Goa Cerme,3
89,402,Food Junction Grand Pakuwon,4
89,233,Gunung Papandayan,3
89,383,Taman Tabanas,1
89,408,Kebun Binatang Surabaya,1
89,30,Taman Menteng,1
89,104,Tebing Breksi,4
89,68,Pasar Petak Sembilan,3
89,180,Pantai Depok Jogja,2
89,430,Atlantis Land Surabaya,3
89,313,Taman Begonia,2
89,192,Air Terjun Sri Gethuk,2
89,70,Perpustakaan Nasional,5
89,299,Sendang Geulis Kahuripan,1
89,144,Goa Jomblang,2
89,48,Taman Ismail Marzuki,1
89,32,Setu Babakan,3
89,41,Museum Bahari Jakarta,4
89,116,Jurang Tembelan Kanigoro,5
89,31,Wisata Alam Mangrove Angke,3
89,156,Pantai Pulang Sawal,5
90,108,Embung Tambakboyo,2
90,126,Pantai Goa Cemara,1
90,263,Curug Batu Templek,2
90,127,Blue Lagoon Jogja,3
90,29,Wisata Kuliner Pecenongan,4
90,263,Curug Batu Templek,5
90,283,Jembatan Pasupati,3
90,323,Kebun Tanaman Obat Sari Alam,5
90,417,Klenteng Sanggar Agung,2
90,56,Pantai Ancol,4
90,221,Museum Geologi Bandung,4
90,49,Galeri Indonesia Kaya,2
90,336,Grand Maerakaca,4
90,342,Taman Kasmaran,3
90,375,Kota Lama Semarang,1
90,181,Pantai Sundak,1
90,308,Pemandian Air Panas Ciater,3
90,128,Gumuk Pasir Parangkusumo,4
90,406,Kebun Bibit Wonorejo,1
90,108,Embung Tambakboyo,2
90,326,Taman Kupu-Kupu Cihanjuang,2
90,328,Gua Pawon,3
90,215,Taman Hutan Raya Ir. H. Djuanda,2
90,401,Taman Keputran,3
90,6,Taman Impian Jaya Ancol,1
90,139,Puncak Gunung Api Purba - Nglanggeran,3
90,32,Setu Babakan,2
90,140,Bendung Lepen,1
90,201,Pantai Kesirat,3
90,225,Orchid Forest Cikole,3
90,158,Pantai Pok Tunggal,2
91,376,Semarang Chinatown,4
91,318,Situ Patenggang,2
91,13,Pulau Pramuka,5
91,174,Pasar Beringharjo,5
91,226,Kawasan Punclut,3
91,383,Taman Tabanas,5
91,130,Studio Alam Gamplong,1
91,221,Museum Geologi Bandung,4
91,33,Taman Suropati,4
91,8,Ocean Ecopark,5
91,425,Waterpark Kenjeran Surabaya,1
91,143,Seribu Batu Songgo Langit,3
91,286,Roemah Seni Sarasvati,3
91,208,Taman Sungai Mudal,5
91,430,Atlantis Land Surabaya,2
91,232,Bukit Moko,1
91,412,Masjid Nasional Al-Akbar,4
91,110,Monumen Serangan Umum 1 Maret,3
91,25,Pasar Tanah Abang,1
91,430,Atlantis Land Surabaya,3
91,419,Monumen Tugu Pahlawan,2
91,4,Taman Mini Indonesia Indah (TMII),1
91,223,Masjid Raya Bandung,4
91,76,Taman Cattleya,5
91,322,Bukit Jamur,4
91,323,Kebun Tanaman Obat Sari Alam,2
91,262,Wot Batu,1
91,307,Perkebunan Teh Malabar,1
91,23,Gereja Katedral,1
91,222,Museum Konferensi Asia Afrika,5
91,405,Surabaya North Quay,2
91,222,Museum Konferensi Asia Afrika,4
91,88,Museum Benteng Vredeburg Yogyakarta,2
91,208,Taman Sungai Mudal,4
91,98,Taman Pelangi Yogyakarta,2
91,130,Studio Alam Gamplong,2
91,405,Surabaya North Quay,1
91,169,Puncak Segoro,2
91,143,Seribu Batu Songgo Langit,5
91,146,Bukit Wisata Pulepayung,5
91,298,Gunung Lalakon,5
91,156,Pantai Pulang Sawal,2
92,156,Pantai Pulang Sawal,5
92,142,Ledok Sambi,4
92,405,Surabaya North Quay,5
92,285,Taman Sejarah Bandung,4
92,380,Masjid Agung Ungaran,3
92,301,Lereng Anteng Panoramic Coffee Place,1
92,226,Kawasan Punclut,3
92,209,Pantai Sanglen,4
92,97,Monumen Yogya Kembali,5
92,370,Benteng Pendem,2
92,5,Atlantis Water Adventure,3
92,250,Pesona Nirwana Waterpark & Cottages,4
92,248,NuArt Sculpture Park,4
92,235,Gua Belanda,3
92,237,Panghegar Waterboom Bandung,5
92,228,Museum Sri Baduga,4
92,258,Museum Gedung Sate,3
92,169,Puncak Segoro,5
92,346,Indonesia Kaya Park,3
92,126,Pantai Goa Cemara,3
92,266,Caringin Tilu,1
92,8,Ocean Ecopark,5
92,385,Kampung Batik Gedong Semarang,1
92,150,Wisata Kraton Jogja,4
92,309,Observatorium Bosscha,5
92,61,Tugu Proklamasi,5
92,69,Freedom Library,4
92,105,Candi Donotirto,5
92,142,Ledok Sambi,3
92,386,Air Terjun Semirang,4
92,171,Candi Ijo,5
92,87,Sindu Kusuma Edupark (SKE),1
92,62,Taman Legenda Keong Emas,1
92,259,Monumen Perjuangan Rakyat Jawa Barat,3
92,205,Desa Wisata Tembi,2
92,171,Candi Ijo,1
92,60,Museum Tekstil,3
92,420,Surabaya Museum (Gedung Siola),5
93,187,Pantai Siung,3
93,143,Seribu Batu Songgo Langit,3
93,200,Pantai Watu Kodok,2
93,49,Galeri Indonesia Kaya,4
93,269,Bumi Perkemahan Batu Kuda,2
93,264,Gereja Katedral Santo Petrus Bandung,2
93,15,Pasar Seni,2
93,341,Hutan Wisata Tinjomoyo Semarang,5
93,358,Masjid Kapal Semarang,4
93,329,Bukit Gantole Cililin,4
93,431,Taman Hiburan Rakyat,5
93,85,Taman Pintar Yogyakarta,5
93,192,Air Terjun Sri Gethuk,5
93,304,Situ Cileunca,2
93,207,Heha Sky View,1
93,306,Sungai Palayangan,4
93,81,Mall Thamrin City,1
93,232,Bukit Moko,4
93,37,Bumi Perkemahan Cibubur,5
93,167,Geoforest Watu Payung Turunan,3
93,129,Bukit Lintang Sewu,4
93,426,Balai Kota Surabaya,5
93,309,Observatorium Bosscha,2
93,80,Plaza Indonesia,5
93,437,Gereja Perawan Maria Tak Berdosa Surabaya,5
93,367,Wisata Lereng Kelir,1
93,284,Pasar Baru,2
93,43,The Escape Hunt,1
93,345,Kampoeng Djadhoel Semarang,5
93,131,Watu Lumbung,3
93,411,Masjid Muhammad Cheng Hoo,1
93,17,Museum Fatahillah,3
93,29,Wisata Kuliner Pecenongan,2
93,260,Museum Pos Indonesia,3
93,349,Wisata Mangrove Tapak,5
93,370,Benteng Pendem,2
93,411,Masjid Muhammad Cheng Hoo,1
93,434,Taman Bungkul,4
94,373,Museum Kereta Ambarawa,3
94,345,Kampoeng Djadhoel Semarang,1
94,104,Tebing Breksi,2
94,234,Amazing Art World,1
94,413,Museum TNI AL Loka Jala Crana,2
94,249,Upside Down World Bandung,3
94,123,Kampung Wisata Rejowinangun,2
94,53,Rumah Sipitung,3
94,151,Desa Wisata Kelor,2
94,220,Dusun Bambu,2
94,268,Sudut Pandang Bandung,3
94,400,Hutan Bambu Keputih,5
94,318,Situ Patenggang,1
94,45,Jakarta Aquarium dan Safari,5
94,307,Perkebunan Teh Malabar,4
94,427,Patung Buddha Empat Rupa,4
94,250,Pesona Nirwana Waterpark & Cottages,3
94,300,Sanghyang Heuleut,3
94,225,Orchid Forest Cikole,3
94,115,Monumen Sanapati,5
94,214,Trans Studio Bandung,2
94,2,Kota Tua,5
94,10,Pulau Tidung,4
94,342,Taman Kasmaran,3
94,265,Museum Mandala Wangsit Siliwangi,1
94,70,Perpustakaan Nasional,5
94,421,Museum Kesehatan Dr. Adhyatma,2
94,381,Tugu Muda Semarang,2
94,120,Bukit Panguk Kediwung,4
94,92,Nol Kilometer Jl.Malioboro,2
94,246,Curug Tilu Leuwi Opat,2
94,409,Rumah Batik,3
94,140,Bendung Lepen,5
94,415,Museum De Javasche Bank,1
94,223,Masjid Raya Bandung,4
94,416,Keraton Surabaya,5
94,235,Gua Belanda,4
95,128,Gumuk Pasir Parangkusumo,3
95,116,Jurang Tembelan Kanigoro,4
95,157,Pantai Baron,5
95,130,Studio Alam Gamplong,2
95,278,Masjid Daarut Tauhiid Bandung,3
95,246,Curug Tilu Leuwi Opat,4
95,260,Museum Pos Indonesia,4
95,17,Museum Fatahillah,3
95,119,Lava Bantal,2
95,46,Pulau Semak Daun,5
95,311,The Lodge Maribaya,5
95,378,Jembatan Biru Ambarawa,3
95,310,Taman Bunga Cihideung,3
95,275,Curug Cipanas,4
95,6,Taman Impian Jaya Ancol,2
95,268,Sudut Pandang Bandung,1
95,112,Bukit Bintang Yogyakarta,5
95,355,Umbul Sidomukti,4
95,244,Kampung Batu Malakasari,1
95,266,Caringin Tilu,4
95,369,Monumen Palagan Ambarawa,2
95,47,Taman Situ Lembang,3
95,315,Curug Luhur Waterfall,4
95,343,Pantai Baruna,4
95,157,Pantai Baron,3
95,81,Mall Thamrin City,4
95,339,Sam Poo Kong Temple,3
95,389,Brown Canyon,3
96,74,Museum Tengah Kebun,4
96,219,Tebing Karaton,3
96,238,Gunung Manglayang,2
96,188,Pantai Sadranan,5
96,295,Museum Nike Ardilla,3
96,229,Rabbit Town,1
96,330,Bandros City Tour,1
96,113,Gedung Agung Yogyakarta,3
96,402,Food Junction Grand Pakuwon,2
96,106,Kawasan Malioboro,1
96,307,Perkebunan Teh Malabar,1
96,416,Keraton Surabaya,5
96,114,The Lost World Castle,1
96,403,Taman Barunawati,1
96,76,Taman Cattleya,2
96,350,Pantai Cipta,2
96,36,Skyrink - Mall Taman Anggrek,3
96,208,Taman Sungai Mudal,3
96,142,Ledok Sambi,5
96,279,Masjid Agung Trans Studio Bandung,3
96,172,Pantai Indrayanti,2
96,203,Galaxy Waterpark Jogja,2
96,196,Pantai Ngrenehan,3
96,347,Taman Pandanaran,4
96,379,Goa Rong,4
96,210,Pantai Congot,1
96,49,Galeri Indonesia Kaya,5
96,101,Kampung Wisata Sosro Menduran,2
96,249,Upside Down World Bandung,3
96,258,Museum Gedung Sate,5
96,42,Museum Seni Rupa dan Kramik,4
96,86,Keraton Yogyakarta,2
96,80,Plaza Indonesia,3
96,264,Gereja Katedral Santo Petrus Bandung,4
97,31,Wisata Alam Mangrove Angke,3
97,366,Tirto Argo Siwarak,5
97,3,Dunia Fantasi,1
97,61,Tugu Proklamasi,1
97,266,Caringin Tilu,1
97,376,Semarang Chinatown,4
97,174,Pasar Beringharjo,4
97,378,Jembatan Biru Ambarawa,4
97,206,Wisata Kaliurang,1
97,298,Gunung Lalakon,3
97,263,Curug Batu Templek,5
97,371,Wisata Eling Bening,3
97,270,Bukit Bintang,4
97,223,Masjid Raya Bandung,2
97,34,Pasar Taman Puring,3
97,266,Caringin Tilu,4
97,208,Taman Sungai Mudal,2
97,183,Jogja Bay Pirates Adventure Waterpark,3
97,276,Taman Jomblo,1
97,151,Desa Wisata Kelor,3
97,177,Pantai Parangtritis,5
97,372,Gua Maria Kerep Ambarawa,5
97,218,Kawah Putih,4
97,381,Tugu Muda Semarang,4
97,49,Galeri Indonesia Kaya,5
97,394,Air Mancur Menari,4
97,278,Masjid Daarut Tauhiid Bandung,2
97,371,Wisata Eling Bening,4
97,26,Pecinan Glodok,3
97,151,Desa Wisata Kelor,2
97,42,Museum Seni Rupa dan Kramik,2
97,150,Wisata Kraton Jogja,2
97,218,Kawah Putih,2
97,306,Sungai Palayangan,4
97,113,Gedung Agung Yogyakarta,5
97,71,Cibubur Garden Diary (Cibugary),2
97,367,Wisata Lereng Kelir,4
97,232,Bukit Moko,4
97,81,Mall Thamrin City,2
97,25,Pasar Tanah Abang,2
97,234,Amazing Art World,2
98,325,Saung Angklung Mang Udjo,2
98,2,Kota Tua,3
98,303,Masjid Al-Imtizaj,2
98,225,Orchid Forest Cikole,3
98,419,Monumen Tugu Pahlawan,5
98,255,Museum Barli,1
98,105,Candi Donotirto,5
98,190,Pantai Samas,2
98,374,Hutan Pinus Kayon,4
98,81,Mall Thamrin City,3
98,226,Kawasan Punclut,2
98,341,Hutan Wisata Tinjomoyo Semarang,2
98,18,Museum Bank Indonesia,1
98,428,Monumen Bambu Runcing Surabaya,4
98,404,Kenjeran Park,2
98,356,Saloka Theme Park,2
98,42,Museum Seni Rupa dan Kramik,3
98,219,Tebing Karaton,2
98,338,Lawang Sewu,3
98,437,Gereja Perawan Maria Tak Berdosa Surabaya,2
98,196,Pantai Ngrenehan,5
98,77,Taman Hutan Tebet,3
98,107,Bangsal Pagelaran,1
98,112,Bukit Bintang Yogyakarta,2
98,65,Museum Basoeki Abdullah,4
98,15,Pasar Seni,4
98,391,Flower Farm Setiya Aji,5
98,381,Tugu Muda Semarang,2
98,373,Museum Kereta Ambarawa,5
98,254,Teras Cikapundung BBWS,3
98,241,Lawangwangi Creative Space,5
98,217,Kebun Binatang Bandung,4
99,84,Kawasan Kuliner BSM,4
99,272,Taman Budaya Jawa Barat,4
99,199,Pantai Sedahan,5
99,337,Kampung Pelangi,1
99,45,Jakarta Aquarium dan Safari,3
99,224,Dago Dreampark,3
99,323,Kebun Tanaman Obat Sari Alam,4
99,311,The Lodge Maribaya,1
