Place_Id,Place_Name,Category,Rating,Content
102,Monumen Batik Yogyakarta,Budaya,4.5,perhati perintah megenai kebudayan batik sangat besar budaya singgung langsung masyarakat jawa ingat hari batik nasional hari traveler jalan monumen batik jogja perhati perintah megenai kebudayan batik sangat besar budaya singgung langsung masyarakat jawa ingat hari batik nasional hari traveler jalan monumen batik jogja budaya
103,Tugu Pal Putih Jogja,Taman Hiburan,4.7,tugu yogyakarta jawa tugu ngayogyakarta buah landmark sejarah penting kota yogyakarta indonesia tugu arti tugu biasa bangun bagai simbol suatu kawasan konseptualisasi ciri kawasan sebut latar belakang sejarah tugu yogyakarta jadi ikon sejarah kota tugu yogyakarta letak tepat tengah simpang jalan mangkubumi jalan sudirman jalan a m sangaji jalan dipenogoro kota taman hibur
104,Tebing Breksi,Budaya,4.4,tebing breksi rupa tempat wisata wilayah kabupaten sleman lokasi belah selatan candi prambanan dekat candi ijo kompleks keraton boko lokasi wisata tebing breksi tepat di desa sambirejo prambanan kabupaten sleman daerah istimewa yogyakarta 55572 budaya
105,Candi Donotirto,Budaya,4.4,walaupun lekat kata candi candi donotirto bukan tinggal jaman hindu buddha yogyakarta tempat bangun perintah belanda yaitu barat kaum adam timur kaum hawa masing masing alir 5 buah pancur air sumber sungai winogo arti 10 buah pancur sana hingga kini tempat tetap rawat warga walaupun bagai wc umum jangan berat tangan sisih uang bagai ganti biaya awat bersih tempat budaya
106,Kawasan Malioboro,Taman Hiburan,4.8,jalan malioboro nama salah satu kawasan jalan tiga jalan kota yogyakarta bentang tugu yogyakarta hingga empat kantor pos yogyakarta cara seluruh diri jalan margo utomo jalan malioboro jalan margo mulyo jalan rupa poros garis imajiner kraton yogyakarta taman hibur
107,Bangsal Pagelaran,Budaya,4.6,bangun utama bangsal pagelaran kenal nama tratag rambat zaman pagelaran rupa tempat penggawa sultan hadap sultan upacara resmi sekarang sering even even pariwisata religi samping upacara adat keraton pasang bangsal pemandengan letak sisi jauh belah timur barat pagelaran tempat sultan saksi latih perang alun lor budaya
108,Embung Tambakboyo,Taman Hiburan,4.4,embung waduk tambakboyo konservasi air letak dusun tambakboyo camat depok kabupaten sleman yogyakarta waduk manfaat sumber air sungai tambak bayan sungai buntung luas 7 8 ha waduk bangun sejak tahun 2003 hingga 2008 resmi tahun kemudian taman hibur
109,Hutan Pinus Pengger,Taman Hiburan,4.5,hutan pinus pengger bahasa jawa translit alas pinus p ngg r rupa salah satu objek wisata andal kabupaten bantul wisata alam lokasi sendangsari desa terong kec dlingo kabupaten bantul daerah istimewa yogyakarta nhutan pinus pengger mudah jangkau letak pinggir jalan patuk dlingo km 4 5 nwalaupun dengar asing kalang suka jalan objek wisata hutan pinus pengger bilang cukup populer tempat rasa asing baru buka cara resmi tanggal 7 april 2016 hutan pinus sangat gari cipta objek wisata objek wisata suguh pandang alam sangat indah taman hibur
110,Monumen Serangan Umum 1 Maret,Taman Hiburan,4.6,monumen serang umum 1 maret area museum benteng vredeburg tepat depan kantor pos besar yogyakarta monumen bangun ingat serang tentara indonesia hadap belanda tanggal 1 maret 1949 negara indonesia anggap lumpuh belanda bukti negara indonesia laku serang besar serang laku tentara nasional indonesia tni pimpin letnan kolonel soeharto komandan brigade 10 daerah wehrkreise iii taman hibur
111,Puncak Pinus Becici,Taman Hiburan,4.5,puncak pinus becici puncak becici rupa objek wisata desa muntuk camat dlingo kabupaten bantul yogyakarta pandang kawasan sangat indah hampar bukit banyak tumbuh pohon pinus lihat pesona kota yogyakarta tinggi gardu pandang utara lihat candi prambanan selatan lihat garis lurus rupa pantai selatan lihat gunung rapi gunung sindoro taman hibur
112,Bukit Bintang Yogyakarta,Taman Hiburan,4.5,bukit bintang rupa salah satu lokasi nongkrong favorit yogyakarta malam tiba pandang yogyakarta sangat indah letak batas bantul gunungkidul siapa kunjung kawasan nikmat tabur gemintang langit malam kerlip benderang lampu kota tinggi kota milik bukit bintang selalu ramai padat kawula muda nikmat indah malam bukit bintang jadi tempat sempurna nikmat senja hingga malam tiba taman hibur
113,Gedung Agung Yogyakarta,Budaya,4.6,istana yogyakarta kenal nama gedung agung bahasa jawa translit gedhong ageng letak pusat ramai kota tepat ujung selatan jalan ahmad yani kenal jalan margomulyo kawasan istana letak lurah ngupasan camat gondomanan kota yogyakarta tinggi 120 m muka laut kompleks istana tempat lahan luas 43 585 m budaya
114,The Lost World Castle,Taman Hiburan,4.3,the lost world castle rupa salah satu objek wisata kawasan lereng gunung rapi letak dusun tung desa kepuharjo cangkring sleman daerah istimewa yogyakarta indonesia objek wisata bangun rupa benteng takeshi bangun atas lahan 1 3 hektare tahun 2016 unjung pasuk kawasan the lost world castle kena biaya besar rp 25 000 tiap orang masuk biaya parkir biaya parkir mobil besar rp5 000 00 biaya parkir sepeda motor besar rp2 000 00 taman hibur
115,Monumen Sanapati,Budaya,4.3,monumen sanapati bangun ingat 50 tahun sandi indonesia yogyakarta sandi yogyakarta milik andil besar tahan merdeka negara indonesia catat peristiwa serang umum 1 maret 1949 sandi buat roebiono sebar pesan dunia indonesia masih lawan lanjut peristiwa sebut kenal peristiwa 6 jam yogyakarta monumen sanapati letak kawasan kotabaru tepat tengah simpang jalan abu bakar ali taman depan gereja santo antonius bangun monumen sanapati bentuk segitiga ujung lancip rupa piramida tinggi 3 meter lebar 2 5 meter monumen sebut desain drs kasman resmi menteri sekretaris negara republik indonesia moerdiono 4 april 1996 tepat hari sandi indonesia bangun monument butuh waktu satu bulan makan biaya besar 25 juta rupiah budaya
116,Jurang Tembelan Kanigoro,Taman Hiburan,4.5,jurang tembel kanigoro desa wisata mangun dlingo bantul familiar desa mangun bukan kawasan memang milik tempat wisata bagus murah masuk jurang tembel kanigoro jauh kebun buah mangun bukit panguk kediwung jogja arah kendara tuju jalan imogiri timur di tiga dekat pasar imogiri ikut arah tuju mangun tuju sana cek lebih kondisi kendara jalan naik turun tikung tajam waspada kendara besar bus harap putar lewat bukit bintang gunung kidul selalu hati tetap fokus lama kendara taman hibur
117,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,4.2,rapi park rupa salah satu tempat wisata yogyakarta letak jalan kaliurang km 22 hargobinangun camat pakem kabupaten sleman operasi rapi park mulai sejak tanggal 25 juni 2017 fasilitas sedia liput tempat ambil foto taman hibur
118,Museum Sonobudoyo Unit I,Budaya,4.6,museum sonobudoyo museum pustaka sejarah budaya jawa yogyakarta indonesia museum isi koleksi artefak jawa lengkap museum nasional jakarta keramik era neolitikum patung perunggu abad 8 museum simpan koleksi wayang bagai senjata kuno keris topeng jawa museum sonobudoyo diri unit unit i letak jalan trikora no 6 yogyakarta unit ii letak ndalem condrokiranan wijilan belah timur alun utama utara kota budaya
119,Lava Bantal,Budaya,4.4,wilayah diy tawar jumlah potensi wisata lebih pariwisata bas sungai salah satu kini jadi salah satu favorut wisatawan lava bantal camat bah kabupaten sleman sesuai nama objek wisata tawar batu duga asal lava pijar gunung api bawah laut ering lama kurun waktu ratus tahun lalu hampar sungai opak batu sebut jadi pandang unik mampu sita perhati lancong konon lava bantal kontribusi besar hadap bentuk pulau jawa fenomena alam jadi lava bantal sangat jarang jadi pulau jawa fenomena jenis temu karangsambung kebumen ciletuh jawa barat bah diy latar belakang sejarah geologi panjang sejak 2 oktober 2014 silam perintah tetap objek wisata bagai geo heritage arti semua uni geologis di objek wisata sebut golong bagai objek lindung perintah budaya
120,Bukit Panguk Kediwung,Budaya,4.5,bukit panguk kediwung salah satu obyek wisata tawar pandang alam tinggi banding obyek wisata bukit bantul memang bukit panguk kediwung masuk baru buka tahun 2016 jangan salah lokasi curi hati banyak unjung maupun luar kota bukit panguk kediwung lokasi kediwung mangun dlingo bantul yogyakarta jangan khawatir sesat panjang jalan tuju lokasi lihat beberapa papan tunjuk kurang lebih jarak 20 km pusat kota yogyakarta pusat kota yogyakarta gerak tuju selatan tepat arah jalan imogiri timur ikut jalan hingga temu pasar imogiri lalu belok kiri lanjut jalan tuju arah dlingo sana mulai lihat tunjuk jalan tuju bukit panguk kediwung akses jalan tuju bukit panguk kediwung aspal halus kontur sedikit naik turun dalam kategori aman sangat saran kendara pribadi akses sini kendara umum cukup sulit budaya
121,Candi Prambanan,Budaya,4.7,candi prambanan candi roro jonggrang bahasa jawa translit candhi prambanan kompleks candi hindu besar indonesia bangun abad 9 masehi candi sembah trimurti tiga dewa utama hindu brahma bagai dewa cipta wisnu bagai dewa pelihara siwa bagai dewa musnah dasar prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta makna rumah siwa memang garbagriha ruang utama candi semayam arca siwa mahadewa setinggi tiga meter menujukkan candi dewa siwa lebih utama nkompleks candi candi prambanan cara seluruh wilayah provinsi daerah istimewa yogyakarta pintu administrasi daerah istimewa surakarta sekarang provinsi jawa tengah buat candi prambanan letak 2 tempat desa bokoharjo camat prambanan kabupaten sleman desa tlogo camat prambanan kabupaten klaten kurang lebih 17 kilometer timur laut yogyakarta 50 kilometer barat daya surakarta 120 kilometer selatan semarang persis batas daerah istimewa yogyakarta daerah istimewa surakarta candi masuk situs waris dunia unesco candi hindu besar indonesia sekaligus salah satu candi indah asia tenggara arsitektur bangun bentuk tinggi ramping sesuai arsitektur hindu umum candi siwa bagai candi utama milik tinggi capai 47 meter julang tengah kompleks gugus candi lebih kecil bagai salah satu candi megah asia tenggara candi prambanan jadi daya tarik kunjung wisatawan seluruh dunia turut prasasti siwagrha candi mulai bangun tahun 850 masehi raka pikat terus kembang luas balitung maha sambu masa raja medang mataram budaya
122,Watu Goyang,Budaya,4.4,watu goyang asal bahasa jawa arti batu goyang tempat batu puncak bias goyang sentuh maupun dorong batu sebut sejak ratuhan tahun lalu kelola jelas watu goyang pernah roboh walaupun disetuh bahkan panjat pihak kelola larang sar unjung coba naik watu goyang sebut sangat bahaya selamat uni batu raksasa stukturnya muat tonjol unik pandang alam hijau gunung rapi lihat sangat alami sangat cocok unjung hilang rasa bosan aktivitas hari kota di puncak unjung rasa sejuk suhu udara utama pagi hari di siang hari meski cuaca sedang panas hembus angin sapa asa segar nyaman budaya
123,Kampung Wisata Rejowinangun,Budaya,4.3,kampung wisata rejowinangun letak lurah rejowinangun camat kotagede kota yogyakarta tepat belah selatan kebun binatang gembiraloka kampung wisata rintis sejak tahun 2010 kerjasama seluruh elemen masyarakat tanggal 04 oktober 2013 kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun resmi lurah rejowinangun rupa satu lurah tiga lurah camat kotagede buah camat ujung timur kota yogyakarta kenal perak bekas raja mataram lurah rejowinangun milik banyak potensi kembang sungguh sangat luar biasa meskpun kenal baru kebun raya kebun binatang krkb gembiraloka lokasi wilayah lurah rejowinangun tempat wisata krkb gembiraloka wilayah usaha kembang wilayah lurah potensi wisatawan unjung gembiraloka singgah kampung wisata budaya
124,Kauman Pakualaman Yogyakarta,Budaya,5.0,pakualaman buah camat kota yogyakarta provinsi daerah istimewa yogyakarta indonesia camat letak sungai code sungai manunggal nama pakualaman ambil puro paku alam diam resmi sri paduka pakualam letak tepat tengah camat pakualaman bukan kota yogyakarta kabupaten kota pakualaman hapus bentuk perintah kota yogyakarta 1947 budaya
125,Alun-alun Utara Keraton Yogyakarta,Budaya,4.6,alun utara bahasa jawa sebut alun lor rupa salah satu land mark kota yogyakarta upa buah tanah lapang depan keraton yogyakarta sebut alun lor kota yogyakarta alun letak belah selatan utara keraton yogyakarta alun lor bentuk persegi luas 150 x 150 meter pohon beringin besar pagar tengah alun pohon beringin besar masing masing beri nama kyai dewandaru kyai wijayandaru masa lalu keliling alun lor tanam 63 pohon beringin melambang umur nabi muhammad saw budaya
126,Pantai Goa Cemara,Bahari,4.3,pantai goa cemara bahasa jawa translit pasisir guwa cemara objek wisata pantai letak dusun patih desa gadingsari camat sanden kabupaten bantul daerah istimewa yogyakarta pantai letak tepat damping pantai samas pantai pandansari n npantai milik pasir warna hitam lembut ombak cukup besar kerakteristik pantai selatan pantai rupa pantai kembang baru mana banyak pohong cemara udang rindang bentuk goa buat pantai nama goa cemara pohon cemara tuju lindung abrasi air laut tahan gumuk pasir mengalamai pindah akibat tiup angin bahari
127,Blue Lagoon Jogja,Taman Hiburan,4.3,blue lagoon salah satu wisata air jogja sangat kenal banyak kunjung wisatawan bagai daerah penjuru banyak anggap blue lagoon bagai surga wisata jogja sembunyi meski indah tawar tempat sangat mahal nikmat kamu perlu rogoh kocek dalam2 budget masuk area wisata mahal islandia taman hibur
128,Gumuk Pasir Parangkusumo,Taman Hiburan,4.5,gumuk pasir parangkusumo bahasa jawa translit gumuk pasir parangkusuma objek wisata kabupaten bantul yogyakarta letak belah barat pantai parangtritis desa parangtritis camat kretek kabupaten bantul daerah istimewa yogyakarta gumuk pasir milik jumlah istimewa kait jumlah batas dunia nnama gumuk asal bahasa jawa arti gundu pasir hampar luas gumuk pasir yogyakarta bentuk material gunung rapi kemudian alami transportasi lalu sungai opak sungai progo kemudian bawa ombak endap pantai material endap kemudian ering bawa angin lalu terbang darat alami proses deposisi jadi gumuk pasir taman hibur
129,Bukit Lintang Sewu,Taman Hiburan,4.5,bukit lintang sewu asal malam hari bukit lihat ribu bintang bintang bentang luas angkasa bahasa jawa bukit ribu bintang bukit lintang sewu lintang bintang sewu ribu pandang alam kalah pesona buat bukit langit sewu jadi tempat favorit cinta alam tuju bukit unjung suguh pohon pinus saat unjung suguh panorama hutan kayu putih jadi uni tempat wisata atas pohon kayu putih burung alap lintas atas pohon unjung akan manja deret gunung gunung merbabu gunung sumbing toreh gunung rapi taman hibur
130,Studio Alam Gamplong,Taman Hiburan,4.4,studio gamplong studio alam gamplong buah tempat wisata letak desa gamplong camat moyudan kabupaten sleman tempat sebut awal tempat ambil gambar film sultan agung tahta juang cinta bumi manusia karya hanung bramantyo tempat sebut diri atas lahan luas 2 5 hektar tempat sebut resmi presiden joko widodo 15 juli 2018 taman hibur
131,Watu Lumbung,Cagar Alam,4.3,letak kampung edukasi watu lumbung area bukit penuh rimbun pohon jati buat pemandadangan tempat sangat indah sekali watu lumbung konsep m boy rifai bagai tempat ajar nilai edukasi mana boy rifai hasil sulap lahan tandus biar kini jadi tempat eksotis nikmat malam maupun lihat sunset sunrise jaga asri daerah tempat wisata elo sengaja bangun area bagai kawasan wisata selaras alam cagar alam
132,Air Terjun Kedung Pedut,Cagar Alam,4.5,air terjun kedung pedut biasa sebut curug kedung pedut asal istilah bahasa jawa curug arti air terjun kedung arti kubang kolam pedut arti kabut air terjun kedung pedut rupa salah satu wisata alam kulonprogo kenal indah warna air cagar alam
133,Puncak Kebun Buah Mangunan,Taman Hiburan,4.6,libur gunung memang senang nikmat sejuk udara pandang indah atas bukit wisata nikmat bantul tepat kebun buah mangun untung jogja karunia bentang alam indah pantai gunung bukit kota budaya sangat tarik kebun buah mangun hadir bagai objek wisata tarik minat wisatawan pagi hari pandang tak ubah negeri atas awan taman hibur
134,Desa Wisata Gamplong,Taman Hiburan,4.4,desa wisata gamplong desa wisata rajin tenun padukuhan gamplong desa sumber rahayu camat moyudan kabupaten sleman yogyakarta desa wisata letak belah barat kota yogyakarta cukup tarik singgah wisatawan lebih ada industri rajin tenun tradisional alat tenun bukan mesin atbm atbm masyarakat rajin gamplong mampu hasil kain tenun bagai bahan stagen kain panjang lilit perut wanita rajin tenun rajin mampu produksi rajin anyam suvenir taman hibur
135,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,4.0,tempat wisata sosrowijayan memang lama kenal bagai wisata kampung bule lokasi sendiri pusat kota yogyakarta hampir tiap hari lokasi banyak sekali unjung sangat padat kunjung sini kendara arah stasiun tugu tinggal jalan lama 200 meter lanjut langsung temu daerah sosrowijayan punya tanda buah jalan kecil tuju barat nama sama wisata unik sosrowijayan jadi daerah sosrowijayan wetan sosrowijayan kulon jadi hubung jalan jogonegaran jalan malioboro sosrowijayan wetan langsung kenal penjuru dunia kenal bagai kampung turis yogyakarta prawirotaman sebut kampung bule sini lihat banyak sekali turis mancanegara nikmat suasana malam yogyakarta anda pun lihat buah busuk daerah prawirotaman pasuk pertama daerah banyak sekali buku jual novel bahasa inggris buku kecil bahasa indonesia beberapa buku kualitas beri didik baca pusat belanja
136,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,4.5,objek wisata tak grojogan watu purbo bangunrejo merdikorejo camat tempel objek wisata tahun akhir cukup populer kalang wisatawan milik pandang eksotis upa air terjun milik enam tingkat wisatawan datang rata jadi air terjun bagai latar swafoto pandang nilai instagramable grojokan watu purbo tepat lokasi alir kali krisak rupa jalur lahar dingin alir gunung rapi pandang kawasan eksotis kepung pohon asri hampar sawah muncul air terjun grojogan asal enam dam tinggi variasi tak lebih 10 meter taman hibur
137,Wisata Alam Kalibiru,Cagar Alam,4.4,kalibiru benar buah nama hutan olah jadi buah tempat wisata alam hutan kalibiru milik tinggi 450 mdpl upa kawasan bukit subur suhu udara tempat sangat sejuk kalibiru kelola perintah masyarakat tempat bagai wisata alam edukasi banyak sana masuk outbond inap beberapa spot cari foto kini jalur trekking juga jadi lokasi camping cagar alam
138,Jogja Exotarium,Taman Hiburan,4.4,yogyakarta tepat sleman satu tempat wisata edukasi patut kunjung nama jogja exotarium dengar unik kan benar tempat rupa taman hewan skala kecil koleksi hewan agam ajak interaksi cara langsung taman hibur
139,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,4.7,gunung nglanggeran buah gunung daerah istimewa yogyakarta indonesia gunung rupa suatu gunung api purba bentuk 0 6 70 juta tahun lalu milik umur tersier oligo miosen gunung nglanggeran milik batu sangat khas dominasi aglomerat breksi gunung api gunung letak desa nglanggeran camat patuk kabupaten gunung kidul ada deret gunung baturagung cagar alam
140,Bendung Lepen,Taman Hiburan,4.6,bendung lepen sendiri rupa salur irigasi bersih sekarang tempat rupa salur irigasi kumuh taman desa tak urus sadar pemuda bersih lingkung ubah kali sungai lepen mula kotor jadi tempat wisata nang banyak orang bendung lepen sekarang jadi indah penuh ikan nila gurame jadi taman wisata urus kumuh sekarang bendung lepen jadi destinasi wisata nyaman kunjung sama keluarga bahkan kala pandemi covid 19 bendung lepen kurang minat banyak anak nikmat senja riang beri makan ikan kali tani orang tua cuci mata lihat alir air jernih ikan warna warni renang kali banyak anak muda duduk taman sembari nikmat udara sore sejuk tani gelas es teh taman hibur
141,Bunker Kaliadem Merapi,Cagar Alam,4.5,bunker kaliadem rupa objek wisata letak lereng selatan gunung rapi destinasi wisata banyak simpan jejak erupsi gunung sebut utama tahun 2006 2010 lokasi fenomenal sebut tinggi lebih 2 000 meter atas muka laut kabupaten sleman wisatawan ajak saksi gagah rapi jarak lima kilometer kawasan madu sejarah keindahaan uni alam gunung rapi fenomena vulkaniknya cagar alam
142,Ledok Sambi,Cagar Alam,4.6,desa wisata ledok sambi rupa desa punya nuansa alami asli jogja lokasi dekat gunung rapi jl kaliurang km 19 2 padukuhan sambi desa pakembinangun kec pakem kabupaten sleman daerah istimewa yogyakarta pandang alam indah beri sejuk segar ketentraman hati panjang mata pandang desa wisata suguh bentang luas sawah alami asri pohon hijau nan rindang jernih air milik wilayah desa wisata ledok sambi rumah tradisional khas jogja luas jadi bagai tempat main nikmat udara sejuk tenang hati jiwa pikir cagar alam
143,Seribu Batu Songgo Langit,Cagar Alam,4.6,nama ribu batu songgo langit milik makna sendiri jadi tempat wisata lokasi ratus bahkan ribu batu hutan pinus songgo langit arti sangga langit ribu baru songgo langit bukit rupa tiang langit ribu batu songgo langit rupa tempat wisata kawasan dlingo tawar bagai macam atraksi wisata banyak spot foto spot foto ribu batu hampir semua anti mainstream temu beberapa spot foto empat tempat wisata pasuk gerbang ribu batu songgo langit turun tangga buat kayu capai spot pertama spot pertama tawar rumah dongeng ribu kayu spot bentuk rumah kecil rupa rumah kurcaci dongeng tujuh buah rumah kurcaci tata cara kerucut cipta angle foto bagus cagar alam
144,Goa Jomblang,Cagar Alam,4.6,gua jomblang rupa gua vertikal tipe collapse doline gua bentuk akibat proses geologi amblas tanah vegetasi atas dasar bumi jadi ribu tahun lalu runtuh bentuk sinkhole sumur bahasa jawa kenal istilah luweng buat unik gua luas mulut gua 50 meter sering sebut nama luweng jomblang gua jomblang letak kabupaten gunungkidul yogyakarta nsaat gua jomblang rupa tempat konservasi tumbuh purba kembang jadi tempat wisata minat khusus mana kelola duduk warga tempat turun gua vertikal pihak kelola sedia lengkap lengkap sesuai standar selamat caving gua vertikal nsinar matahari terobos masuk luweng grubug setinggi 90 meter bentuk satu tiang cahaya sari flowstone indah gua gelap gulita air tetes tinggi turut cantik pandang salah njika banyak orang kagum datang sini saksi lukis alam kenal istilah cahaya surga cagar alam
145,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,4.1,kawasan desa teletubbies jadi perhati tarik bagai media jadi wisatawan mulai bondong datang kesana hingga sekarang kawasan jadi objek wisata unik jogja tarik kunjung kawan datawisata sedang libur domisili yogyakarta coba deh rasa sensasi wisata unik jadi koleksi foto usung spot spot kece instagenic mula objek wisata rumah domes rupa bentuk bantu ngo kala yogyakarta kena musibah bencana alam gempa bumi desa nglepen 80 bangun usung desain rumah dome lengkap fasilitas warung makan toilet umum area parkir tempat ibadah rumah sehat balai desa kerap manfaat ada hajat acara budaya desa wisata sumberharjo milik luas kurang lebih 2 hektar bangun bangun sejak tahun 2006 sebut desa teletubbies mukim sana sering sebut new nglepen taman hibur
146,Bukit Wisata Pulepayung,Cagar Alam,4.5,pule payung yogyakarta buah objek wisata populer saji indah alam tinggi 500 mdpl bukit wisata pule payung yogyakarta rupa kawasan wisata penuh kreativitas tinggi rubah zona biasa jadi luar biasa daya tarik pertama pule payung yogyakarta objek wisata saji pesona alam gunung orang sebut bukit wisata tinggi pule payung yogyakarta 500 mdpl jalan tuju pule payung yogyakarta tempuh kendara roda maupun roda empat pesona indah waduk sermo lihat jelas pule payung waduk eksotis keliling gunung asri pule payung yogyakarta bukit notabene bagai destinasi wisata alam beri sentuh kreativitas prioritas aspek aman tiap spotnya akhir jadi wisata favorit jogja cagar alam
147,Bentara Budaya Yogyakarta (BBY),Budaya,4.5,bentara budaya yogyakarta pusat budaya letak yogyakarta indonesia bentara budaya yogyakarta buka 26 september 1982 dana kompas gramedia group bentara budaya yogyakarta cabang bentara budaya jakarta buah lembaga budaya kelola kompas gramedia group milik beberapa pusat budaya jakarta surakarta bagai balai soedjatmoko bal budaya
148,Goa Rancang Kencono,Cagar Alam,4.3,goa rancang kencono letak padukuhan menggoran desa bleberan camat playen gunungkidul yogyakarta rupa salah satu goa huni manusia prasejarah hingga modern kira goa letak kawasan air terjun sri getuk huni sejak 3000 tahun lalu buku ragam waris budaya cagar budaya gunungkidul tulis winarsih kepala seksi purbakala museum bidang lestari waris nilai budaya dinas budaya gunungkidul arkeologi ugm yogyakarta tahun 2001 pernah laku teliti sebut goa rancang kencono huni manusia sejak 3000 tahun lalu bukti temu tulang manusia cagar alam
149,Goa Cerme,Cagar Alam,4.4,gua cerme bahasa jawa translit gua cerme gua sejarah sekaligus tempat wisata letak dusun srunggo desa selopamioro camat imogiri kabupaten bantul 20 km selatan kota yogyakarta gua cerme milik panjang 1 5 km tembus hingga sendang wilayah panggang dusun ploso desa giritirto camat purwosari kabupaten gunungkidul ndi samping gua cerme gua lebih kecil goa dalang goa ledek goa badut goa kaum sering bersemedi capai gua tangga setinggi 759 m kata cerme asal kata ceramah isyarat bicara laku walisongo gua cerme para walisongo sebar agama islam jawa gua cerme bahas rencana diri masjid agung demak tiap senin selasa wage selalu upacara syukur minta berkah tuhan cagar alam
150,Wisata Kraton Jogja,Budaya,4.7,kraton jogja buah komplek raja tepat diri tengah kota yogyakarta kraton diri iring janji giyanti tahun 1755 pecah raja mataram islam jadi raja ngayogyakarta surakarta simpan indah arsitektur jawa ragu rupa salah komplek istana baik tanah jawa indah kraton jogja lepas diri sri sultan hamengkubuwono i rupa arsitek raja apabila sedang wisata kraton jogja apabila jalan malioboro pertama sambut gapura pangurakan berasitrektur jawa kental bahan bangun hindia belanda masuk pasuk alun utara milik area cukup luas keliling joglo tutup sebut gedhong buka nama tratag area beberapa pilih kuliner sangat pas kunjung pasuk kompleks kraton yogyakarta tidak rasa lapar budaya
151,Desa Wisata Kelor,Taman Hiburan,4.4,desa wisata kelor rupa salah satu desa kabupaten sleman sedang kembang jadi desa wisata desa wisata kelor tawar suasana desa duduk mata cahari bagai tani ternak budidaya jamur banyak tanam hijau bentang luas pandang alam asri desa wisata kelor milik masyarakat ramah milik lingkung desa sangat nyaman desa kelor milik sungai air sungai sebut jernih indah taman hibur
152,Pantai Patihan,Bahari,4.1,pantai letak daerah srigading sanden cukup dekat pantai goa cemara tempat asyik banget buat foto beda jauh pandasari bahari
153,Pantai Kukup,Bahari,4.0,pantai kukup salah satu pantai milik hampar pasir putih kenal kabupaten gunung kidul yogyakarta milik pandang pantai cantik pantai beri uni sendiri pantai pulau karang jadi daya tarik utama wisatawan lokal mancanegara pulau karang wisatawan nikmat indah pantai sangat tawan pantai cantik belah timur pantai baron kurang lebih jarak 1 km tepat di desa madang camat tanjungsari kabupaten gunung kidul yogyakarta pantai kukup satu baris pantai baron pantai krakal pantai sundak pantai panjang pantai jarak kota jogja pantai 40 km sedang jarak kota wonosari 25 km bahari
154,Pantai Ngrawe (Mesra),Bahari,4.5,kabupaten gunungkidul jadi salah satu wilayah yogyakarta koleksi pantai banyak tak hitung jumlah pantai panjang pesisir selatan tetap alami sengaja sentuh lebih apik salah satu pantai ngrawe letak madang gunungkidul bagai pantai wisata pantai juga kenal pantai mesra populer berkat kuat media sosial pantai tawar indah alami pantai ngrawe justru saji konsep taman biasa tarik coba wisata taman pinggir pantai pantai jadi pilih tepat bahari
155,Pantai Ngobaran,Bahari,4.6,pantai ngobaran rupa salah satu tempat wisata alam letak gugus laut pantai selatan tepat desa kanigoro camat saptosari kabupaten gunungkidul daerah istimewa yogyakarta 2 km pantai ngrenehan npantai sangat indah air surut tampak kolam kolam kecil bentuk karang karang tertutp alga rumput laut hijau bagai bahan baku kosmetik banyak biota laut mungkin jebak kolam karang sebut menopanng hidup nelayan darat nelayan perlu kapal perahu hasil laut cukup aktivitas pinggir pantai biota laut sering lobster landak laut kerang bintang laut rumput laut sendiri bahari
156,Pantai Pulang Sawal,Bahari,4.5,pantai pulang sawal camat tepus coba wisatawan lebih akrab nama indrayanti rujuk pantai unjung lokal wisatawan mancanegara pikat pesona bahari
